time;lat;lon;alt;roll;pitch;head;ub;nsat
0:00:00.29;45.043066;37.387727;624.526;0.0;0.0;0.0;0;0
0:00:00.58;45.042834;37.387833;624.502;0.0;0.0;0.0;0;0
0:00:00.85;45.04305;37.387909;624.49;0.0;0.0;0.0;0;0
0:00:01.14;45.04294;37.387817;624.474;0.0;0.0;0.0;0;0
0:00:01.44;45.042856;37.387568;624.46;0.0;0.0;0.0;0;0
0:00:01.71;45.042851;37.387559;624.435;0.0;0.0;0.0;0;0
0:00:01.98;45.042926;37.387828;624.395;0.0;0.0;0.0;0;0
0:00:02.25;45.042939;37.38772;624.369;0.0;0.0;0.0;0;0
0:00:02.52;45.042992;37.3875;624.362;0.0;0.0;0.0;0;0
0:00:02.81;45.042931;37.387668;624.335;0.0;0.0;0.0;0;0
0:00:03.10;45.042972;37.387482;624.33;0.0;0.0;0.0;0;0
0:00:03.37;45.042903;37.387244;624.324;0.0;0.0;0.0;0;0
0:00:03.64;45.042878;37.387344;624.308;0.0;0.0;0.0;0;0
0:00:03.93;45.042953;37.387505;624.31;0.0;0.0;0.0;0;0
0:00:04.20;45.04292;37.387351;624.289;0.0;0.0;0.0;0;0
0:00:04.48;45.042927;37.387236;624.281;0.0;0.0;0.0;0;0
0:00:04.77;45.042853;37.387115;624.278;0.0;0.0;0.0;0;0
0:00:05.05;45.04294;37.387071;624.271;0.0;0.0;0.0;0;0
0:00:05.32;45.042982;37.387025;624.264;0.0;0.0;0.0;0;0
0:00:05.60;45.043034;37.387215;624.229;0.0;0.0;0.0;0;0
0:00:05.88;45.042964;37.387321;624.21;0.0;0.0;0.0;0;0
0:00:06.16;45.042964;37.387321;624.187;0.0;0.0;0.0;0;0
0:00:06.44;45.042867;37.386983;624.163;0.0;0.0;0.0;0;0
0:00:06.72;45.042901;37.386987;624.148;0.0;0.0;0.0;0;0
0:00:07.01;45.042955;37.386941;624.128;0.0;0.0;0.0;0;0
0:00:07.29;45.043024;37.38665;624.118;0.0;0.0;0.0;0;0
0:00:07.57;45.043004;37.386779;624.103;0.0;0.0;0.0;0;0
0:00:07.84;45.042833;37.386912;624.082;0.0;0.0;0.0;0;0
0:00:08.12;45.042841;37.386741;624.087;0.0;0.0;0.0;0;0
0:00:08.40;45.042916;37.386652;624.098;0.0;0.0;0.0;0;0
0:00:08.68;45.043001;37.386656;624.092;0.0;0.0;0.0;0;0
0:00:08.95;45.04305;37.386984;624.086;0.0;0.0;0.0;0;0
0:00:09.24;45.042909;37.386721;624.073;0.0;0.0;0.0;0;0
0:00:09.51;45.042843;37.386593;624.055;0.0;0.0;0.0;0;0
0:00:09.79;45.042865;37.386428;624.057;0.0;0.0;0.0;0;0
0:00:10.08;45.042811;37.386729;624.063;0.0;0.0;0.0;0;0
0:00:10.36;45.042957;37.386442;624.059;0.0;0.0;0.0;0;0
0:00:10.65;45.043043;37.386408;624.056;0.0;0.0;0.0;0;0
0:00:10.93;45.043037;37.386584;624.032;0.0;0.0;0.0;0;0
0:00:11.21;45.042899;37.38633;624.017;0.0;0.0;0.0;0;0
0:00:11.49;45.042769;37.386335;624.009;0.0;0.0;0.0;0;0
0:00:11.78;45.042825;37.386609;624.006;0.0;0.0;0.0;0;0
0:00:12.05;45.042893;37.38655;623.991;0.0;0.0;0.0;0;0
0:00:12.33;45.042993;37.38607;623.959;0.0;0.0;0.0;0;0
0:00:12.60;45.04293;37.386203;623.944;0.0;0.0;0.0;0;0
0:00:12.88;45.04287;37.386315;623.922;0.0;0.0;0.0;0;0
0:00:13.16;45.04282;37.386172;623.904;0.0;0.0;0.0;0;0
0:00:13.45;45.042981;37.38586;623.892;0.0;0.0;0.0;0;0
0:00:13.72;45.043091;37.385969;623.882;0.0;0.0;0.0;0;0
0:00:14.00;45.042997;37.386306;623.87;0.0;0.0;0.0;0;0
0:00:14.28;45.042996;37.38601;623.862;0.0;0.0;0.0;0;0
0:00:14.56;45.042896;37.386052;623.84;0.0;0.0;0.0;0;0
0:00:14.84;45.042835;37.386124;623.833;0.0;0.0;0.0;0;0
0:00:15.13;45.042781;37.38618;623.808;0.0;0.0;0.0;0;0
0:00:15.42;45.042781;37.38618;623.8;0.0;0.0;0.0;0;0
0:00:15.70;45.04302;37.385863;623.791;0.0;0.0;0.0;0;0
0:00:15.98;45.043084;37.385988;623.774;0.0;0.0;0.0;0;0
0:00:16.25;45.042954;37.385922;623.774;0.0;0.0;0.0;0;0
0:00:16.53;45.0429;37.385609;623.761;0.0;0.0;0.0;0;0
0:00:16.80;45.042827;37.385745;623.733;0.0;0.0;0.0;0;0
0:00:17.08;45.042739;37.385734;623.714;0.0;0.0;0.0;0;0
0:00:17.36;45.042879;37.385532;623.725;0.0;0.0;0.0;0;0
0:00:17.65;45.04303;37.385785;623.721;0.0;0.0;0.0;0;0
0:00:17.92;45.04303;37.385785;623.722;0.0;0.0;0.0;0;0
0:00:18.21;45.043047;37.385638;623.711;0.0;0.0;0.0;0;0
0:00:18.48;45.042886;37.385292;623.7;0.0;0.0;0.0;0;0
0:00:18.76;45.042811;37.385563;623.686;0.0;0.0;0.0;0;0
0:00:19.04;45.042809;37.38558;623.683;0.0;0.0;0.0;0;0
0:00:19.32;45.042957;37.385327;623.682;0.0;0.0;0.0;0;0
0:00:19.61;45.043033;37.385257;623.653;0.0;0.0;0.0;0;0
0:00:19.89;45.04292;37.385424;623.631;0.0;0.0;0.0;0;0
0:00:20.18;45.042853;37.385343;623.624;0.0;0.0;0.0;0;0
0:00:20.45;45.042936;37.385172;623.61;0.0;0.0;0.0;0;0
0:00:20.74;45.042998;37.385373;623.595;0.0;0.0;0.0;0;0
0:00:21.01;45.043032;37.385257;623.568;0.0;0.0;0.0;0;0
0:00:21.29;45.043007;37.384982;623.562;0.0;0.0;0.0;0;0
0:00:21.57;45.043012;37.384914;623.556;0.0;0.0;0.0;0;0
0:00:21.84;45.04292;37.38529;623.547;0.0;0.0;0.0;0;0
0:00:22.12;45.042915;37.385002;623.539;0.0;0.0;0.0;0;0
0:00:22.39;45.042994;37.384696;623.53;0.0;0.0;0.0;0;0
